transaction_id,user_id,amount,merchant,location,device_type,timestamp,is_fraud
TX3E87CD2B,287,29.96,Nike,Singapore,mobile,2025-01-01 03:45:16,0
TX446A62B3,576,203.18,Crypto Exchange X,Berlin,tablet,2025-01-01 03:45:29,0
TX6F51A30C,483,26.53,McDonald's,Singapore,tablet,2025-01-01 03:47:56,0
TX86443F1C,452,33.5,Apple Store,NYC,web,2025-01-01 03:48:55,0
TX5DD74858,345,150.57,Shell Gas,London,atm,2025-01-01 03:49:58,0
TX8E2F4712,79,30.14,Uber,Berlin,web,2025-01-01 03:55:05,0
TXAA185C30,247,36.94,Starbucks,NYC,mobile,2025-01-01 03:56:16,0
TX1084ECF6,592,31.63,Whole Foods,Berlin,mobile,2025-01-01 03:57:14,0
TX7501408C,71,171.08,Nike,Singapore,tablet,2025-01-01 04:03:36,0
TXB01547E0,157,73.16,Uber,London,tablet,2025-01-01 04:06:43,0
TX50A3B413,571,36.08,McDonald's,Berlin,tablet,2025-01-01 04:06:45,0
TX64A6A518,996,31.87,McDonald's,NYC,web,2025-01-01 04:07:16,0
TX45935D66,167,157.62,Zara,Dubai,web,2025-01-01 04:08:01,0
TX2E647670,79,52.74,Nike,Berlin,atm,2025-01-01 04:10:29,0
TX9D7991D8,350,42.79,Spotify,Dubai,web,2025-01-01 04:13:40,0
TX05AC1490,76,27.91,Amazon,Dubai,tablet,2025-01-01 04:20:41,0
TX46F3B27E,897,36.81,Netflix,Dubai,atm,2025-01-01 04:27:17,0
TX56A1DD97,788,2449.89,Offshore Trading,Mumbai,mobile,2025-01-01 04:27:30,1
TXFA43390E,117,3854.77,Zara,Singapore,mobile,2025-01-01 04:28:55,1
TXABBA7B1F,102,33.84,McDonald's,Mumbai,tablet,2025-01-01 04:29:36,0
TX7FA090C3,541,27.03,Nike,Singapore,tablet,2025-01-01 04:34:05,0
TX10D94502,406,76.87,Nike,NYC,atm,2025-01-01 04:35:28,0
TXCBDF12B1,694,28.42,Emirates,NYC,tablet,2025-01-01 04:38:31,0
TX2B69CF2D,928,72.3,Crypto Exchange X,Berlin,atm,2025-01-01 04:39:34,0
TX8C4026F2,335,91.97,Emirates,NYC,atm,2025-01-01 04:40:34,0
TX27FD54BB,788,7.56,Quick Cash LLC,Singapore,atm,2025-01-01 04:41:12,0
TX75F877E9,333,15.25,McDonald's,Singapore,tablet,2025-01-01 04:43:08,0
TX2BE14FAC,233,55.92,Apple Store,Dubai,atm,2025-01-01 04:44:03,0
TXC2C2AAD1,971,43.77,Walmart,Berlin,atm,2025-01-01 04:46:25,0
TX98323D7E,252,112.44,Best Buy,Singapore,web,2025-01-01 04:47:06,0
TX70F25096,144,17.96,Crypto Exchange X,Dubai,tablet,2025-01-01 04:47:35,0
TX173E484D,593,20.96,Zara,Singapore,tablet,2025-01-01 04:49:45,0
TXD6860A44,596,31.3,Nike,Mumbai,web,2025-01-01 04:50:47,0
TX95E4844D,487,56.87,Best Buy,Berlin,tablet,2025-01-01 04:51:53,0
TX68FB333C,88,13.81,Whole Foods,Dubai,tablet,2025-01-01 04:52:17,0
TXDB82A6A2,117,31.66,Whole Foods,NYC,atm,2025-01-01 04:52:30,0
TXA3CDC7DD,758,58.8,Spotify,NYC,mobile,2025-01-01 04:55:23,0
TX6ABB4582,159,14.66,Shell Gas,NYC,atm,2025-01-01 04:56:12,0
TX3282D1F1,276,22.43,Zara,Singapore,atm,2025-01-01 04:56:21,0
TXCC798339,803,13.79,McDonald's,NYC,tablet,2025-01-01 04:59:20,0
TX86C8FE89,339,119.53,Whole Foods,London,web,2025-01-01 04:59:43,0
TXD03BFA74,345,8.91,Emirates,Mumbai,web,2025-01-01 04:59:58,0
TXABF68907,917,22.47,Apple Store,London,tablet,2025-01-01 05:00:06,0
TX44C7042C,800,30.79,Netflix,NYC,tablet,2025-01-01 05:03:17,0
TXFDE7E90A,709,14.92,Uber,Mumbai,tablet,2025-01-01 05:06:14,0
TX51DBB52A,190,133.61,Emirates,Singapore,atm,2025-01-01 05:07:52,0
TXD85D7CA3,285,54.67,Nike,NYC,tablet,2025-01-01 05:10:23,0
TXB13111F0,600,59.89,Starbucks,Dubai,tablet,2025-01-01 05:11:06,0
TXFEB12587,839,22.19,Nike,Dubai,mobile,2025-01-01 05:13:16,0
TX9B4A6B88,506,18.39,Marriott,Singapore,mobile,2025-01-01 05:18:34,0
TX7CE064E5,744,28.83,Apple Store,Singapore,tablet,2025-01-01 05:20:08,0
TX4E0205DE,327,340.83,Starbucks,Dubai,web,2025-01-01 05:20:43,0
TX82964ED0,366,60.7,Starbucks,Singapore,mobile,2025-01-01 05:22:53,0
TXA58C94C5,609,23.8,Nike,London,atm,2025-01-01 05:22:57,0
TX2F925F4B,567,30.72,Netflix,Dubai,tablet,2025-01-01 05:24:18,0
TXB556166B,125,38.2,Apple Store,London,atm,2025-01-01 05:26:38,0
TX5F2B5695,389,45.19,Zara,NYC,web,2025-01-01 05:32:55,0
TXC0EB3D05,857,11.42,Marriott,Mumbai,web,2025-01-01 05:34:03,0
TXA1C07966,534,27.06,Zara,Dubai,tablet,2025-01-01 05:35:15,0
TX88160D0E,744,4890.27,Emirates,NYC,atm,2025-01-01 05:36:27,1
TXC53E8354,827,40.27,Shell Gas,Mumbai,mobile,2025-01-01 05:37:44,0
TX69C86136,287,34.46,Zara,Singapore,web,2025-01-01 05:37:54,0
TX47B54454,235,24.35,Emirates,Berlin,tablet,2025-01-01 05:41:56,0
TXFF40A993,581,23.62,Marriott,NYC,web,2025-01-01 05:42:22,0
TXBDDAA9DF,480,30.61,Nike,London,atm,2025-01-01 05:43:42,0
TX10B486CC,903,6.25,Quick Cash LLC,Dubai,web,2025-01-01 05:44:22,0
TX9DAC26E7,183,43.77,Uber,NYC,mobile,2025-01-01 05:47:35,0
TXC6C851E6,423,5.51,Starbucks,Berlin,tablet,2025-01-01 05:49:03,0
TXD28BC242,49,24.41,Walmart,London,atm,2025-01-01 05:49:56,0
TXC17006A6,364,123.57,Spotify,Dubai,atm,2025-01-01 05:53:15,0
TX8193E8A0,588,18.68,Zara,London,web,2025-01-01 05:53:21,0
TXF8854FB7,799,56.84,Zara,Mumbai,atm,2025-01-01 05:54:11,0
TXB5D1E67C,845,15.77,Nike,London,atm,2025-01-01 05:54:16,0
TXA6D22432,2,49.47,Spotify,NYC,tablet,2025-01-01 05:56:06,0
TX192DF32E,873,25.32,Crypto Exchange X,London,web,2025-01-01 06:00:34,0
TX8CB19E46,687,76.37,Quick Cash LLC,Singapore,tablet,2025-01-01 06:00:45,0
TX38E2CB0D,202,23.53,Nike,Mumbai,tablet,2025-01-01 06:02:25,0
TXB776F4B8,216,84.34,Marriott,Dubai,atm,2025-01-01 06:08:22,0
TX18ECF5F9,777,60.26,Crypto Exchange X,London,web,2025-01-01 06:08:44,0
TX89FDDB59,695,6.97,Starbucks,Berlin,atm,2025-01-01 06:10:31,0
TX2FD9384A,207,34.03,Offshore Trading,Berlin,web,2025-01-01 06:11:53,0
TX34CD83F7,438,28.47,Zara,Singapore,atm,2025-01-01 06:12:08,0
TXABDA0BD3,859,73.85,Netflix,London,tablet,2025-01-01 06:12:35,0
TXD18CC5E7,21,22.88,Best Buy,Mumbai,tablet,2025-01-01 06:16:01,0
TX1D966095,512,62.58,Crypto Exchange X,London,tablet,2025-01-01 06:18:11,0
TXEAE43E04,875,57.73,Starbucks,NYC,atm,2025-01-01 06:19:19,0
TX60135558,4,9.59,Apple Store,Mumbai,mobile,2025-01-01 06:25:34,0
TXBA038E3D,547,12.04,Marriott,NYC,web,2025-01-01 06:26:58,0
TXA57F32DB,559,11.59,Spotify,Mumbai,atm,2025-01-01 06:28:46,0
TX7EBAD6BA,314,10.23,Spotify,Singapore,web,2025-01-01 06:33:31,0
TXFEEF2790,540,45.07,Crypto Exchange X,NYC,mobile,2025-01-01 06:33:48,0
TX1EF0209E,704,17.9,Nike,Dubai,atm,2025-01-01 06:34:58,0
TXBE844B1D,284,153.42,Whole Foods,NYC,atm,2025-01-01 06:35:06,0
TXEA27DF9D,496,1817.65,Starbucks,Berlin,tablet,2025-01-01 06:36:12,1
TX82C77786,537,54.79,Shell Gas,Berlin,atm,2025-01-01 06:38:49,0
TX025F1825,35,10.71,Spotify,NYC,tablet,2025-01-01 06:39:04,0
TX3022E517,213,38.39,Whole Foods,London,atm,2025-01-01 06:39:27,0
TXB8A40BCE,651,35.31,Shell Gas,Dubai,mobile,2025-01-01 06:45:21,0
TXA82CAD18,490,38.12,Emirates,Singapore,web,2025-01-01 06:48:55,0
TXD0CDEB79,970,40.44,Apple Store,London,tablet,2025-01-01 06:49:21,0
TX95720B1F,851,9.86,Quick Cash LLC,Singapore,tablet,2025-01-01 06:49:52,0
TXF98E1559,222,81.99,Best Buy,London,web,2025-01-01 06:50:16,0
TXBF9CC393,998,20.11,Walmart,NYC,mobile,2025-01-01 06:52:11,0
TXEA3ACA2E,863,17.33,Emirates,Berlin,web,2025-01-01 06:57:34,0
TXCEE5BE73,421,151.62,Netflix,NYC,atm,2025-01-01 06:59:36,0
TX5661E8EC,621,10.94,McDonald's,NYC,atm,2025-01-01 07:05:58,0
TX89D943E6,280,40.05,Shell Gas,London,mobile,2025-01-01 07:08:03,0
TX295D8A51,78,39.3,Quick Cash LLC,Dubai,atm,2025-01-01 07:11:24,0
TXF76201B8,238,43.07,Quick Cash LLC,Singapore,atm,2025-01-01 07:22:44,0
TXF1BA761B,730,60.71,Starbucks,Dubai,atm,2025-01-01 07:29:07,0
TXF08E5D23,571,5.09,Uber,Mumbai,web,2025-01-01 07:37:49,0
TX5249F499,442,13.06,Zara,Mumbai,web,2025-01-01 07:39:08,0
TX380F7A85,481,17.5,Quick Cash LLC,Dubai,mobile,2025-01-01 07:40:29,0
TXAE9C7066,794,21.4,Netflix,NYC,tablet,2025-01-01 07:44:10,0
TX8F983B66,697,121.29,Spotify,Berlin,mobile,2025-01-01 07:47:49,0
TX2936C8BA,636,164.18,Amazon,London,web,2025-01-01 07:51:54,0
TX813B713B,502,30.1,Offshore Trading,Dubai,tablet,2025-01-01 07:55:33,0
TX94EA79EE,3,24.54,Shell Gas,Mumbai,web,2025-01-01 08:00:40,0
TXA3DFA2F1,334,13.8,Netflix,Berlin,web,2025-01-01 08:04:00,0
TX030A7E1C,127,48.63,Spotify,Dubai,web,2025-01-01 08:04:04,0
TXCF2904B3,775,25.85,Marriott,Dubai,mobile,2025-01-01 08:05:04,0
TXE96F8D9E,353,100.44,Best Buy,NYC,tablet,2025-01-01 08:07:02,0
TXFD48B9BB,245,120.06,Crypto Exchange X,Mumbai,mobile,2025-01-01 08:15:42,0
TX0505CBF7,482,60.19,Zara,Mumbai,web,2025-01-01 08:19:41,0
TXADDC1187,480,36.28,Best Buy,Singapore,mobile,2025-01-01 08:20:09,0
TX9B35FDE0,933,37.11,McDonald's,Berlin,web,2025-01-01 08:20:38,0
TX966E8796,179,73.67,Apple Store,Singapore,web,2025-01-01 08:22:24,0
TX40EB951B,822,12.02,Uber,London,web,2025-01-01 08:23:57,0
TXE2801390,216,41.62,Emirates,Berlin,web,2025-01-01 08:28:58,0
TX0CE71406,802,3738.11,Starbucks,Mumbai,mobile,2025-01-01 08:28:59,1
TX18ACA01F,539,56.27,Nike,Berlin,web,2025-01-01 08:33:41,0
TX921F907F,540,18.68,Emirates,Berlin,atm,2025-01-01 08:34:02,0
TXECB196E6,705,8.07,Marriott,Dubai,tablet,2025-01-01 08:36:00,0
TX638B9C6B,93,38.19,Whole Foods,Berlin,mobile,2025-01-01 08:42:58,0
TX82D673BE,798,21.83,McDonald's,NYC,atm,2025-01-01 08:47:19,0
TXDFF842D1,746,21.98,Whole Foods,Singapore,tablet,2025-01-01 08:48:17,0
TXE2207A87,199,11.43,Nike,Mumbai,tablet,2025-01-01 08:53:10,0
TXBC8C12CD,87,99.7,Netflix,NYC,mobile,2025-01-01 08:55:28,0
TX67396A18,724,188.28,Netflix,London,web,2025-01-01 08:56:21,0
TXF3D77AE8,92,9.82,Zara,Dubai,web,2025-01-01 08:57:25,0
TX12CFE68D,580,161.75,Walmart,Berlin,tablet,2025-01-01 08:57:58,0
TX77A00C38,256,24.81,Best Buy,NYC,mobile,2025-01-01 08:59:40,0
TX102A23C0,719,64.99,Crypto Exchange X,Berlin,mobile,2025-01-01 09:03:42,0
TX9D763F19,923,123.71,Whole Foods,Singapore,atm,2025-01-01 09:05:13,0
TX0359C07D,842,57.32,Nike,London,web,2025-01-01 09:08:10,0
TXBEB807E8,750,86.89,Apple Store,London,atm,2025-01-01 09:09:50,0
TX09E6343E,643,26.54,Whole Foods,Mumbai,mobile,2025-01-01 09:14:18,0
TX2ED6BD36,77,18.79,Starbucks,Singapore,atm,2025-01-01 09:14:33,0
TX18A3B724,950,52.18,Zara,London,web,2025-01-01 09:17:39,0
TX14634235,919,69.53,Crypto Exchange X,Berlin,mobile,2025-01-01 09:18:54,0
TX1B73247A,63,36.27,Nike,Singapore,tablet,2025-01-01 09:21:28,0
TXEDF27596,784,5.89,Starbucks,Singapore,tablet,2025-01-01 09:27:23,0
TXA34CC199,107,42.8,Best Buy,Berlin,mobile,2025-01-01 09:39:32,0
TX0E7F1784,604,12.47,Offshore Trading,Mumbai,atm,2025-01-01 09:40:26,0
TX8BE8B51F,250,35.26,McDonald's,London,atm,2025-01-01 09:43:33,0
TX775D7D9B,127,97.08,Emirates,London,web,2025-01-01 09:44:55,0
TXA6C4E94F,231,19.04,Shell Gas,Singapore,atm,2025-01-01 09:46:08,0
TX9002C0BF,321,36.02,McDonald's,Dubai,mobile,2025-01-01 09:46:15,0
TXC248BF67,350,10.62,Best Buy,Mumbai,atm,2025-01-01 09:46:42,0
TX896EA897,301,6.59,Apple Store,London,web,2025-01-01 09:48:49,0
TX27D7442D,463,59.71,Crypto Exchange X,NYC,atm,2025-01-01 09:49:35,0
TX2E1F6B5C,641,61.44,Quick Cash LLC,NYC,atm,2025-01-01 09:53:08,0
TXEF946000,465,89.72,Walmart,Mumbai,atm,2025-01-01 09:55:02,0
TXED54DA74,588,34.7,Apple Store,London,mobile,2025-01-01 09:56:08,0
TX647EF12A,385,24.76,Marriott,Dubai,web,2025-01-01 09:56:43,0
TX58A95E25,278,22.92,Zara,Mumbai,mobile,2025-01-01 09:58:22,0
TXB797577C,149,19.64,Spotify,Mumbai,mobile,2025-01-01 10:03:21,0
TX9B1C4AFA,312,21.53,Amazon,London,tablet,2025-01-01 10:14:35,0
TXD15E6230,193,48.52,Nike,Dubai,tablet,2025-01-01 10:16:13,0
TX205D7D45,519,23.89,Amazon,Dubai,mobile,2025-01-01 10:16:56,0
TXC9F96F1B,655,36.09,Apple Store,Dubai,mobile,2025-01-01 10:18:17,0
TX14311399,846,41.21,Nike,Mumbai,web,2025-01-01 10:19:42,0
TXA82ADED0,295,20.46,Shell Gas,Berlin,tablet,2025-01-01 10:20:32,0
TX7B2DC13C,127,73.67,Apple Store,London,web,2025-01-01 10:24:49,0
TX9749FED7,816,19.97,Quick Cash LLC,London,atm,2025-01-01 10:29:32,0
TXAF67CA30,726,29.75,Emirates,NYC,tablet,2025-01-01 10:31:23,0
TX45AEBBD5,317,53.06,Uber,NYC,tablet,2025-01-01 10:34:27,0
TXCD302DEA,996,11.12,Nike,Dubai,mobile,2025-01-01 10:35:30,0
TX475569C1,642,5.61,Starbucks,Singapore,atm,2025-01-01 10:35:56,0
TXD326B336,750,131.89,McDonald's,NYC,tablet,2025-01-01 10:36:58,0
TX7E82B4FC,352,27.65,Apple Store,London,atm,2025-01-01 10:41:03,0
TX8DF73B2A,442,53.75,Marriott,NYC,web,2025-01-01 10:43:05,0
TXE32D9233,350,55.22,Netflix,London,tablet,2025-01-01 10:44:47,0
TX5DB061F7,732,79.21,Netflix,NYC,tablet,2025-01-01 10:47:24,0
TX621D0A6A,815,16.32,Netflix,Singapore,atm,2025-01-01 10:49:23,0
TX0A31BD3C,861,23.8,Whole Foods,London,tablet,2025-01-01 10:49:45,0
TX88740124,333,71.85,Quick Cash LLC,Singapore,web,2025-01-01 10:52:11,0
TX3CFCF683,769,100.78,Apple Store,Mumbai,tablet,2025-01-01 10:52:57,0
TX16F19BF0,684,56.24,Starbucks,London,mobile,2025-01-01 10:53:06,0
TX4E638DA5,13,46.69,Emirates,London,tablet,2025-01-01 10:57:07,0
TXC6E92D2E,796,12.87,Marriott,NYC,web,2025-01-01 10:58:02,0
TXCCC3DCE5,132,54.71,Quick Cash LLC,Singapore,web,2025-01-01 11:00:34,0
TXD7C7E1EE,129,60.49,Whole Foods,Mumbai,atm,2025-01-01 11:02:25,0
TXB2C9CFEB,108,43.45,Whole Foods,Mumbai,atm,2025-01-01 11:04:06,0
TXD0E8B687,550,95.8,Amazon,NYC,mobile,2025-01-01 11:04:17,0
TX2460A01B,32,7.84,Amazon,Singapore,tablet,2025-01-01 11:06:27,0
TX1076CD33,505,15.4,Apple Store,London,mobile,2025-01-01 11:07:47,0
TX9A8DCF01,715,36.4,Shell Gas,Dubai,web,2025-01-01 11:08:21,0
TX041FCBC1,536,3.81,Nike,Dubai,atm,2025-01-01 11:08:37,0
TXB46AF20D,268,15.18,Quick Cash LLC,NYC,tablet,2025-01-01 11:13:35,0
TX82145B09,334,44.27,Spotify,Berlin,mobile,2025-01-01 11:13:40,0
TXA99DBA72,722,114.24,Quick Cash LLC,NYC,mobile,2025-01-01 11:20:15,0
TXB219B10A,340,40.73,Shell Gas,London,mobile,2025-01-01 11:21:40,0
TXBE11CA89,667,71.05,Marriott,London,atm,2025-01-01 11:21:40,0
TX49A92335,688,46.63,Starbucks,NYC,atm,2025-01-01 11:23:40,0
TXB7C3AD05,524,46.5,Walmart,Mumbai,web,2025-01-01 11:27:24,0
TX537ED245,372,14.96,Whole Foods,Mumbai,web,2025-01-01 11:29:16,0
TX222231CE,60,32.8,Zara,Dubai,tablet,2025-01-01 11:33:21,0
TXB3F16A93,745,8.48,Nike,Berlin,atm,2025-01-01 11:33:21,0
TX14FC57A9,306,26.33,Offshore Trading,London,atm,2025-01-01 11:34:22,0
TXD884B343,455,20.66,Emirates,Dubai,atm,2025-01-01 11:34:43,0
TX798A5261,28,10.68,Walmart,Mumbai,tablet,2025-01-01 11:35:55,0
TX06965455,743,51.11,Marriott,London,tablet,2025-01-01 11:38:44,0
TXD22CEB13,911,23.44,Whole Foods,London,mobile,2025-01-01 11:43:18,0
TXF3BB770F,879,66.22,Netflix,Singapore,mobile,2025-01-01 11:43:41,0
TX2D02B94D,309,27.26,Zara,Mumbai,atm,2025-01-01 11:44:56,0
TX8365E788,89,47.58,Marriott,Berlin,mobile,2025-01-01 11:45:04,0
TXF5D38719,95,114.32,Nike,London,tablet,2025-01-01 11:48:45,0
TX90549010,381,22.5,Apple Store,London,web,2025-01-01 11:50:32,0
TX22183FFE,3,69.48,Amazon,London,mobile,2025-01-01 11:51:25,0
TX71317E08,179,35.34,Marriott,Singapore,atm,2025-01-01 11:52:16,0
